EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years
701,33,Finance,4,5,12656,34,Yes
702,31,Marketing,29,3,14233,61,Yes
703,43,IT,3,1,8144,50,Yes
704,36,Marketing,14,5,12250,86,Yes
705,51,Marketing,34,1,9812,119,Yes
706,31,Finance,9,5,12163,108,Yes
707,36,Operations,1,2,13582,103,Yes
708,28,Finance,23,3,10824,49,No
709,24,IT,27,1,8455,29,No
710,24,Finance,21,3,14191,18,Yes
711,45,HR,31,2,5504,95,No
712,23,Marketing,30,4,12090,49,Yes
713,52,Operations,18,4,13005,53,No
714,23,IT,20,1,4502,82,No
715,47,Marketing,2,2,10042,85,Yes
716,49,Finance,5,1,11534,3,No
717,52,HR,31,1,6860,108,No
718,39,Finance,1,1,10858,11,No
719,41,Marketing,23,3,14543,14,No
720,25,IT,26,5,10519,14,Yes
721,38,Operations,8,2,5860,9,Yes
722,48,Marketing,12,3,4248,117,No
723,42,IT,13,5,10083,60,No
724,41,Marketing,10,1,12400,18,Yes
725,26,HR,13,4,8010,52,No
726,21,Finance,15,3,9305,71,Yes
727,25,Operations,9,2,8762,114,No
728,32,IT,19,2,7390,56,No
729,46,Operations,15,5,5139,94,No
730,54,Operations,33,3,12802,8,Yes
731,34,Operations,15,1,13171,28,No
732,46,IT,13,5,10335,6,Yes
733,47,IT,27,2,13989,71,Yes
734,29,Operations,17,3,11748,104,Yes
735,46,Finance,25,4,9118,16,Yes
736,42,Marketing,6,1,6994,78,No
737,50,Operations,33,2,14878,15,Yes
738,37,HR,6,3,4152,70,Yes
739,46,Operations,32,4,6744,105,Yes
740,56,IT,34,2,6621,82,Yes
741,21,Marketing,20,4,8890,37,No
742,28,HR,27,2,14551,88,Yes
743,55,Marketing,31,5,12164,75,Yes
744,35,Marketing,15,5,6907,95,Yes
745,42,HR,9,5,6728,46,Yes
746,34,Operations,22,3,10747,9,No
747,46,Operations,14,5,14603,23,Yes
748,48,Operations,5,3,6066,49,No
749,43,Finance,32,1,12483,67,Yes
750,34,Operations,11,5,5860,42,No
751,44,HR,30,3,3163,36,Yes
752,22,Finance,9,2,4714,44,Yes
753,46,Operations,33,3,6462,105,Yes
754,34,Finance,9,3,4440,53,Yes
755,27,HR,10,2,13287,102,No
756,23,Operations,13,3,8313,42,Yes
757,43,IT,2,2,11992,67,No
758,38,HR,32,4,13957,99,Yes
759,58,Marketing,6,5,9227,36,Yes
760,55,Marketing,3,1,5660,88,No
761,35,HR,9,3,4690,40,Yes
762,45,Marketing,14,2,3233,93,No
763,57,HR,15,5,4876,0,Yes
764,48,IT,3,3,12153,92,Yes
765,30,HR,3,5,6370,15,No
766,59,Operations,26,4,9339,36,Yes
767,37,Operations,21,3,8109,36,No
768,59,Finance,21,2,4045,6,Yes
769,42,Marketing,16,4,9091,39,Yes
770,46,Marketing,33,3,7481,50,No
771,45,HR,31,5,7459,63,Yes
772,37,Marketing,5,4,11033,96,Yes
773,33,Operations,32,2,9417,113,No
774,40,IT,7,3,4407,21,No
775,45,HR,4,5,3207,42,Yes
776,24,Marketing,4,5,7370,61,No
777,30,Operations,9,4,10150,53,No
778,23,Finance,6,3,12944,26,No
779,38,Marketing,11,5,11687,28,Yes
780,56,IT,29,4,3901,15,Yes
781,42,IT,24,1,14790,84,Yes
782,54,Marketing,27,5,13398,10,No
783,28,Marketing,12,4,10083,20,Yes
784,39,Operations,21,1,4749,8,Yes
785,57,Marketing,17,4,11651,26,Yes
786,26,Finance,26,5,7489,102,Yes
787,46,Operations,7,1,12108,85,Yes
788,54,HR,5,4,9582,78,No
789,26,Finance,10,3,11030,106,No
790,57,Operations,28,1,7734,22,No
791,53,Operations,4,4,14593,50,Yes
792,42,IT,6,3,7665,92,No
793,41,Operations,21,1,5194,102,Yes
794,26,Finance,3,4,10126,79,No
795,26,Marketing,31,5,3959,2,Yes
796,24,Finance,18,1,13349,15,Yes
797,50,HR,32,1,11585,7,No
798,31,Operations,0,3,14824,89,No
799,50,Operations,7,4,7538,41,No
800,51,Operations,31,5,7058,72,No
801,44,Operations,29,3,7842,34,Yes
802,29,IT,27,1,5177,70,Yes
803,23,IT,31,3,13058,71,Yes
804,51,Marketing,24,3,4799,98,No
805,57,Operations,33,3,10570,47,Yes
806,56,HR,32,1,11696,53,Yes
807,44,Marketing,12,2,3719,109,Yes
808,51,Operations,24,3,4987,102,Yes
809,26,IT,9,2,8773,35,No
810,22,HR,30,5,12066,5,No
811,40,Marketing,10,5,5878,70,No
812,48,HR,24,5,11825,11,No
813,31,Operations,33,4,5420,102,Yes
814,24,Finance,19,1,4324,58,Yes
815,35,HR,6,2,4008,64,No
816,26,HR,32,4,13525,49,No
817,50,IT,34,2,12331,42,No
818,58,Operations,28,1,14412,42,Yes
819,22,HR,11,3,3403,48,No
820,35,Operations,4,4,14945,88,Yes
821,31,IT,11,1,9233,75,Yes
822,28,Operations,28,4,14382,54,No
823,46,IT,34,5,11887,90,No
824,25,IT,19,4,12099,86,No
825,26,Marketing,0,3,14356,82,No
826,46,Operations,15,3,9772,84,No
827,24,Finance,29,2,9590,49,No
828,39,Marketing,8,4,13118,20,Yes
829,40,IT,9,5,3120,87,No
830,53,Finance,12,3,9460,12,No
831,40,HR,19,2,9281,41,Yes
832,32,HR,28,5,8862,114,Yes
833,21,Marketing,3,5,5865,99,Yes
834,46,Finance,27,5,6731,119,No
835,34,Operations,12,1,6591,14,Yes
836,58,Finance,2,3,14768,49,Yes
837,57,Marketing,18,1,7486,0,No
838,31,Operations,27,1,10172,50,No
839,56,Operations,18,3,5414,33,Yes
840,33,HR,16,4,12032,41,No
841,23,Finance,17,2,9635,61,No
842,53,Operations,17,3,5805,94,No
843,26,Marketing,22,2,14498,113,Yes
844,30,HR,8,4,14625,31,No
845,25,Operations,28,3,9665,99,No
846,43,Finance,28,5,8361,60,Yes
847,30,HR,1,3,4465,92,Yes
848,22,Finance,16,4,13048,53,Yes
849,33,Finance,30,1,13427,73,Yes
850,22,Finance,27,3,3403,57,No
851,40,HR,29,5,9570,84,No
852,21,Operations,34,3,11604,99,No
853,57,IT,19,1,12729,23,No
854,29,Operations,15,3,7249,26,No
855,37,HR,33,5,9346,20,No
856,29,IT,13,4,11408,17,No
857,31,IT,25,5,9625,115,Yes
858,35,IT,19,4,12216,54,No
859,44,Marketing,23,5,5813,67,No
860,58,HR,17,2,3805,46,Yes
861,55,Marketing,8,3,6349,53,No
862,50,IT,18,3,10361,17,Yes
863,51,Marketing,19,1,5816,72,Yes
864,25,Marketing,29,2,14001,115,No
865,34,HR,25,1,12463,63,Yes
866,31,Finance,30,3,9231,48,No
867,29,Marketing,34,1,11625,93,Yes
868,54,Marketing,2,4,10420,34,Yes
869,32,IT,28,2,11620,108,No
870,55,IT,5,5,12379,93,No
871,55,IT,0,4,7257,38,Yes
872,21,Operations,23,5,13746,109,Yes
873,42,Marketing,33,1,5312,57,No
874,49,IT,6,3,4995,56,No
875,28,HR,10,4,13349,5,Yes
876,31,Operations,10,2,7995,77,No
877,57,Finance,19,5,4742,109,Yes
878,34,Marketing,15,4,12534,92,No
879,50,Marketing,4,3,4155,95,No
880,55,HR,23,2,6204,77,Yes
881,41,Finance,29,2,11585,19,No
882,57,Finance,29,5,9763,49,Yes
883,25,Operations,32,4,9947,8,Yes
884,39,Marketing,19,4,10202,75,Yes
885,34,IT,21,2,14834,13,Yes
886,46,HR,20,1,7817,119,No
887,24,HR,26,2,5040,22,No
888,45,HR,34,3,5078,47,Yes
889,45,HR,5,4,5864,97,No
890,38,IT,31,5,14653,79,No
891,28,IT,15,4,8829,81,No
892,59,Operations,27,2,9249,55,No
893,34,Marketing,15,3,10442,104,No
894,52,IT,26,1,8215,39,No
895,58,Operations,2,4,8112,96,Yes
896,53,Finance,20,2,9937,68,No
897,43,Marketing,29,2,7256,38,No
898,35,IT,21,2,12521,73,Yes
899,53,Finance,18,3,12838,85,Yes
900,45,Operations,30,2,10891,42,Yes
901,37,IT,19,2,9339,107,No
902,53,IT,18,2,13847,96,Yes
903,22,Finance,1,4,5385,30,Yes
904,34,IT,26,2,14029,69,No
905,59,HR,7,3,8429,99,Yes
906,26,IT,26,4,8298,2,No
907,26,Marketing,14,2,6305,3,No
908,23,Finance,11,1,6320,119,No
909,27,Marketing,13,3,9275,26,No
910,28,Operations,6,1,9392,101,No
911,35,Marketing,16,3,6526,88,No
912,49,HR,25,1,9642,100,No
913,53,HR,19,2,7914,26,No
914,50,Marketing,9,1,13496,104,Yes
915,59,Operations,18,1,12463,99,Yes
916,47,IT,17,3,4287,109,No
917,56,HR,29,2,7944,46,No
918,49,Marketing,29,3,3360,59,No
919,58,Marketing,24,2,4974,35,No
920,53,Marketing,23,5,14119,117,No
921,57,IT,9,4,6464,45,Yes
922,47,Finance,1,4,5226,60,Yes
923,53,Operations,31,3,8044,41,No
924,24,Finance,34,2,8625,6,Yes
925,42,Operations,6,1,4850,29,Yes
926,22,Operations,6,4,8932,49,No
927,30,Marketing,26,3,13738,115,No
928,25,HR,9,3,13916,46,No
929,30,Marketing,32,3,14866,92,Yes
930,53,IT,6,2,6905,39,No
931,58,Operations,5,3,6775,104,No
932,33,HR,5,5,3817,4,No
933,51,Operations,12,1,5146,69,Yes
934,56,Operations,12,3,10774,57,Yes
935,44,Marketing,1,2,11372,43,No
936,35,HR,18,1,10096,70,No
937,49,HR,18,1,10833,102,Yes
938,28,Operations,1,4,7469,31,Yes
939,25,HR,25,3,8955,78,No
940,49,HR,5,3,7719,114,No
941,24,Marketing,19,2,10850,76,Yes
942,32,Finance,22,5,9014,81,Yes
943,22,IT,14,5,7958,73,Yes
944,47,Finance,5,4,9265,39,Yes
945,51,HR,27,5,3441,56,Yes
946,56,Operations,34,2,10884,10,No
947,56,IT,10,4,13484,39,No
948,46,IT,7,3,12854,103,No
949,47,Operations,23,5,10658,46,Yes
950,25,IT,20,2,12062,1,No
951,40,Operations,6,2,14066,90,No
952,31,IT,4,3,13691,51,No
953,30,Finance,28,2,6212,117,No
954,58,IT,15,4,12848,119,Yes
955,26,Marketing,5,4,4896,108,No
956,28,Operations,13,1,4089,113,Yes
957,43,IT,1,3,11674,107,No
958,46,Operations,24,2,3308,71,Yes
959,32,Marketing,30,5,11784,48,No
960,46,IT,12,4,4018,58,No
961,33,IT,17,3,7493,37,Yes
962,38,Marketing,16,3,6261,15,Yes
963,45,Marketing,27,4,10084,119,Yes
964,53,Marketing,11,1,7290,87,Yes
965,32,Operations,34,3,10101,86,No
966,56,Marketing,21,2,4357,118,No
967,24,Operations,0,5,3082,77,Yes
968,25,Finance,20,5,11442,26,No
969,57,IT,0,4,12285,73,No
970,28,IT,3,3,8411,27,No
971,48,HR,31,5,5387,88,Yes
972,51,Finance,0,3,4408,65,No
973,29,Marketing,12,4,12673,44,No
974,49,Marketing,16,1,14403,32,Yes
975,34,Finance,11,5,12290,59,Yes
976,42,Marketing,6,2,6728,49,No
977,31,HR,2,4,8294,45,No
978,43,Operations,25,1,11924,34,Yes
979,21,IT,30,2,3322,110,No
980,57,Finance,25,2,5057,40,Yes
981,41,IT,2,5,6060,57,No
982,46,Operations,27,3,6700,76,Yes
983,56,Finance,16,4,8635,54,Yes
984,43,Operations,29,2,6384,4,No
985,21,Marketing,1,5,12453,4,Yes
986,35,Marketing,7,1,11997,21,No
987,41,Marketing,13,2,12725,33,No
988,29,Operations,34,1,13233,64,No
989,29,Operations,10,4,7225,58,No
990,30,Operations,14,5,6456,16,No
991,46,IT,1,1,6664,50,Yes
992,55,Operations,31,3,6096,48,No
993,45,Marketing,12,1,10428,8,No
994,46,HR,16,1,10565,73,No
995,31,Operations,14,5,7659,14,Yes
996,58,HR,32,5,12545,108,Yes
997,22,Marketing,15,2,3148,28,Yes
998,27,Operations,12,1,8730,52,Yes
999,38,IT,21,1,10163,24,No
1000,47,IT,22,5,12975,84,No
1001,54,HR,9,3,9262,80,Yes
1002,47,IT,16,5,8553,90,Yes
1003,37,IT,29,3,13467,27,Yes
1004,44,IT,12,5,3614,22,Yes
1005,45,Marketing,29,4,13016,102,No
1006,27,IT,29,1,11431,99,Yes
1007,26,Finance,6,3,3912,2,No
1008,44,Operations,9,4,6013,32,No
1009,53,IT,34,3,8409,70,Yes
1010,49,IT,1,2,14945,68,No
1011,42,IT,29,2,3158,89,No
1012,46,Finance,18,1,3547,16,Yes
1013,48,IT,2,4,8132,80,No
1014,41,IT,24,4,5900,110,Yes
1015,27,Operations,33,2,10674,66,Yes
1016,37,Finance,21,1,5265,66,Yes
1017,40,Finance,13,2,11946,33,No
1018,40,IT,1,4,3734,7,No
1019,42,Finance,31,3,6791,44,Yes
1020,48,HR,2,4,14020,59,Yes
1021,27,Finance,7,1,7317,55,No
1022,21,Finance,25,4,13527,69,No
1023,52,Finance,31,5,4924,100,Yes
1024,33,Marketing,10,4,3523,108,No
1025,50,Marketing,0,5,12702,21,No
1026,43,Marketing,14,2,13938,32,No
1027,39,Finance,3,5,8924,49,No
1028,52,HR,3,4,11809,70,No
1029,50,Finance,27,4,3860,112,Yes
1030,49,IT,9,4,9184,103,Yes
1031,49,HR,10,1,10492,82,Yes
1032,50,Marketing,22,2,8880,111,Yes
1033,36,Operations,2,5,10901,45,Yes
1034,39,HR,16,3,4307,51,Yes
1035,38,Marketing,21,5,9346,118,No
1036,21,HR,26,4,14092,73,No
1037,34,HR,15,3,5821,86,Yes
1038,22,Finance,15,3,6865,65,No
1039,48,IT,2,5,14506,20,Yes
1040,50,Operations,32,5,9925,23,Yes
1041,58,Marketing,1,5,11226,47,Yes
1042,24,HR,26,5,5100,12,No
1043,21,Operations,14,2,12571,63,No
1044,28,HR,6,1,3436,4,No
1045,49,IT,8,1,5572,17,No
1046,59,Operations,5,5,7362,115,Yes
1047,23,Marketing,11,1,3308,74,No
1048,52,HR,29,5,3491,36,No
1049,30,IT,19,5,8308,53,No
1050,30,Operations,19,5,3521,31,Yes
1051,39,HR,26,2,4914,27,Yes
1052,54,HR,19,4,5925,85,No
1053,53,Marketing,6,1,12560,44,No
1054,43,IT,29,1,6290,27,No
1055,48,Finance,7,2,13333,64,Yes
1056,52,HR,1,2,6229,69,No
1057,27,Operations,13,5,14040,74,Yes
1058,49,Marketing,9,5,6577,41,Yes
1059,28,Marketing,17,4,8609,32,No
1060,21,HR,17,1,5571,15,Yes
1061,23,HR,15,2,3232,12,No
1062,44,HR,4,4,12814,20,No
1063,43,Finance,30,1,5652,58,No
1064,28,HR,19,4,9250,111,No
1065,57,IT,22,4,4216,46,Yes
1066,23,Operations,31,5,6539,38,No
1067,53,HR,16,4,3521,109,No
1068,48,Finance,12,5,14026,87,Yes
1069,28,Operations,12,1,6066,42,Yes
1070,54,Marketing,16,1,14391,26,No
1071,55,HR,14,5,3340,108,Yes
1072,52,Operations,25,3,13936,36,No
1073,44,Marketing,27,4,11250,113,No
1074,34,Finance,29,1,6253,2,No
1075,52,IT,34,4,7681,75,Yes
1076,36,HR,21,3,8633,6,No
1077,24,IT,9,4,3242,57,Yes
1078,57,Finance,10,3,3227,19,Yes
1079,41,Operations,32,2,9703,78,No
1080,34,Operations,5,3,5602,64,No
1081,51,Finance,6,1,11318,114,No
1082,38,Finance,11,5,7430,73,Yes
1083,27,HR,6,5,7853,13,Yes
1084,30,Marketing,1,4,12623,78,No
1085,27,IT,0,2,5168,97,Yes
1086,53,IT,22,4,5748,48,Yes
1087,43,Operations,24,3,4308,88,Yes
1088,41,Operations,17,5,13317,94,No
1089,39,HR,6,3,4593,73,No
1090,39,Finance,2,5,4493,36,Yes
1091,56,IT,28,5,13222,5,Yes
1092,49,HR,9,5,14444,5,No
1093,38,Operations,4,1,10883,27,Yes
1094,22,Operations,33,3,7777,101,Yes
1095,21,IT,7,4,9438,77,No
1096,25,Operations,13,2,10108,12,No
1097,40,Operations,5,4,11438,12,No
1098,31,Marketing,0,3,4082,9,Yes
1099,22,Finance,32,2,12673,79,No
1100,23,Operations,10,4,3010,38,Yes
1101,43,Marketing,23,2,5006,98,No
1102,32,HR,9,3,14633,78,No
1103,40,Operations,22,5,6529,22,No
1104,25,HR,15,3,5292,36,No
1105,57,Operations,15,1,3944,7,No
1106,58,IT,30,2,11626,89,No
1107,50,Marketing,5,3,14683,59,Yes
1108,29,Marketing,29,5,9248,85,No
1109,54,IT,0,5,5289,4,Yes
1110,55,Finance,24,3,6343,97,No
1111,42,Marketing,20,4,5566,26,Yes
1112,44,HR,34,3,4759,18,Yes
1113,37,Marketing,4,5,8163,42,Yes
1114,30,Finance,11,3,6875,42,No
1115,50,HR,4,1,5228,34,Yes
1116,43,HR,8,4,11459,108,No
1117,52,IT,8,3,10019,83,Yes
1118,37,Operations,34,5,13390,114,No
1119,37,IT,0,3,14879,54,Yes
1120,34,Operations,9,3,7477,60,Yes
1121,29,IT,34,2,8917,46,No
1122,22,Operations,16,3,3514,101,Yes
1123,45,Marketing,12,1,4743,76,Yes
1124,59,HR,5,5,12121,55,Yes
1125,29,Operations,31,2,10856,81,Yes
1126,42,Marketing,10,3,4448,17,No
1127,24,Finance,16,4,6887,64,Yes
1128,46,IT,4,1,3198,95,No
1129,49,Finance,5,1,13247,52,No
1130,54,Marketing,9,1,4780,118,Yes
1131,43,Finance,32,2,7900,88,Yes
1132,57,Finance,29,3,7422,84,No
1133,31,Marketing,20,1,12905,90,Yes
1134,26,HR,16,3,8713,10,Yes
1135,38,Operations,26,4,8743,111,No
1136,41,IT,2,3,14284,0,No
1137,56,Operations,28,3,6504,82,Yes
1138,58,IT,1,3,10672,95,Yes
1139,54,Operations,28,5,5567,7,Yes
1140,37,Finance,33,2,12121,18,Yes
1141,57,HR,0,3,7625,54,No
1142,45,Finance,25,1,10090,15,No
1143,58,HR,0,5,8352,98,Yes
1144,32,Marketing,3,3,4419,65,No
1145,43,IT,13,5,13197,11,No
1146,42,IT,17,2,12522,92,No
1147,41,Marketing,33,5,5557,73,Yes
1148,47,Operations,0,1,10870,61,No
1149,51,Marketing,21,3,3423,85,Yes
1150,26,Marketing,15,1,3149,97,No
1151,47,HR,21,4,14655,57,No
1152,54,Marketing,15,5,12705,20,Yes
1153,32,IT,27,5,13907,36,Yes
1154,27,Finance,27,5,14185,4,Yes
1155,30,HR,21,2,11095,69,Yes
1156,37,HR,5,1,3138,31,Yes
1157,46,Operations,24,4,10065,66,Yes
1158,41,Finance,1,2,14917,9,Yes
1159,48,HR,6,2,4870,68,No
1160,22,Marketing,16,3,5061,87,No
1161,21,HR,34,4,13187,83,No
1162,56,HR,19,5,14010,61,Yes
1163,46,HR,1,5,11120,36,No
1164,49,Operations,6,3,13105,94,Yes
1165,41,HR,31,5,11181,46,No
1166,31,HR,18,1,7280,80,Yes
1167,31,Operations,11,5,8696,48,Yes
1168,56,Finance,8,1,3742,23,Yes
1169,59,IT,26,3,9424,81,No
1170,55,Operations,13,3,7181,25,No
1171,54,Operations,1,1,14729,105,No
1172,44,HR,20,5,11268,54,Yes
1173,42,HR,3,3,4991,6,No
1174,25,IT,20,3,8256,106,No
1175,53,HR,21,1,6705,77,No
1176,56,Marketing,1,3,14214,40,No
1177,40,HR,16,5,4016,112,Yes
1178,39,HR,18,3,11288,1,Yes
1179,55,Marketing,23,1,3994,29,Yes
1180,37,IT,19,5,12746,112,No
1181,54,Marketing,11,4,9941,80,Yes
1182,29,Operations,24,1,12224,19,Yes
1183,46,Marketing,22,4,11274,55,Yes
1184,22,Finance,33,3,12727,73,No
1185,29,Operations,31,5,7525,23,Yes
1186,29,HR,23,3,8209,107,No
1187,37,Operations,24,5,3512,11,Yes
1188,21,IT,2,2,4922,90,No
1189,45,IT,24,3,4697,14,Yes
1190,45,Marketing,27,3,14677,72,No
1191,59,Operations,11,3,13752,81,No
1192,55,HR,25,1,4914,47,No
1193,23,IT,7,5,7753,60,No
1194,57,HR,4,5,9816,70,No
1195,50,Finance,10,5,11838,27,Yes
1196,58,IT,34,1,3797,109,No
1197,54,Marketing,26,5,11268,99,Yes
1198,32,Finance,18,3,9224,2,No
1199,39,Operations,31,4,9697,107,Yes
1200,57,HR,27,2,13875,15,Yes
1201,37,IT,17,5,11933,35,Yes
1202,30,Finance,9,1,4225,3,No
1203,32,Finance,31,1,8566,98,Yes
1204,36,IT,17,5,12156,8,No
1205,44,Operations,11,4,8922,119,No
1206,39,Operations,7,5,8036,109,Yes
1207,28,Marketing,32,1,11503,11,No
1208,51,Operations,13,2,5646,73,Yes
1209,41,Marketing,1,4,10684,109,No
1210,37,Finance,8,5,5731,43,Yes
1211,43,IT,4,2,11824,107,No
1212,57,Operations,33,5,7694,65,Yes
1213,36,Marketing,18,4,8545,18,No
1214,26,Finance,6,1,6681,12,No
1215,28,Operations,16,4,3414,105,Yes
1216,45,HR,25,3,14398,54,No
1217,38,Finance,26,5,12734,116,No
1218,45,Operations,27,2,11963,96,No
1219,32,Finance,19,2,7479,64,No
1220,35,IT,5,4,10199,91,Yes
1221,46,IT,7,4,13779,103,No
1222,46,IT,31,4,11678,69,Yes
1223,52,HR,18,2,12971,115,Yes
1224,30,IT,31,1,10532,2,No
1225,36,HR,18,2,9407,108,No
1226,27,IT,23,1,10309,24,Yes
1227,37,Finance,23,4,11221,107,Yes
1228,43,Operations,16,3,11321,51,No
1229,46,Operations,17,2,10945,15,No
1230,41,IT,11,4,8189,42,No
1231,42,Operations,22,2,7214,55,Yes
1232,27,IT,17,4,5374,67,Yes
1233,34,IT,15,2,6983,7,No
1234,35,Marketing,15,5,14333,102,Yes
1235,27,Marketing,22,2,3207,79,No
1236,29,Marketing,21,5,11139,43,Yes
1237,28,HR,32,1,12173,37,Yes
1238,43,Marketing,23,2,7302,22,Yes
1239,49,IT,19,1,9911,5,No
1240,38,Finance,32,3,9690,42,Yes
1241,51,Marketing,30,5,13363,43,Yes
1242,50,Marketing,7,2,3111,79,No
1243,59,Finance,9,1,10153,117,No
1244,55,IT,0,4,7709,79,Yes
1245,38,HR,20,1,8040,22,Yes
1246,59,Marketing,24,2,4409,15,No
1247,37,Finance,31,3,11897,99,No
1248,34,IT,9,5,8872,75,Yes
1249,51,Operations,8,4,11132,100,No
1250,44,HR,19,1,9275,8,No
1251,55,Finance,19,2,13971,81,No
1252,54,Finance,6,2,9993,8,No
1253,23,Finance,10,5,7199,111,Yes
1254,57,Marketing,20,4,5600,84,No
1255,46,Operations,18,1,13807,57,No
1256,43,HR,14,1,7857,64,No
1257,59,IT,5,1,14166,58,Yes
1258,35,IT,9,5,10806,22,No
1259,24,Operations,15,5,9805,68,Yes
1260,49,Finance,10,4,10498,18,No
1261,42,Finance,34,1,8039,34,Yes
1262,45,Finance,7,1,12039,96,Yes
1263,33,Finance,27,4,5943,54,No
1264,38,Finance,2,4,11067,109,Yes
1265,53,Operations,1,4,14412,81,No
1266,36,Marketing,13,2,11360,39,Yes
1267,22,HR,28,4,9700,13,Yes
1268,55,Finance,2,3,3984,83,Yes
1269,54,Marketing,0,5,4107,115,No
1270,50,IT,14,4,13759,12,Yes
1271,33,Operations,19,2,11298,52,Yes
1272,33,Marketing,21,3,10432,79,Yes
1273,38,Finance,33,2,13897,104,No
1274,52,Finance,32,2,13270,94,No
1275,52,Finance,8,2,14810,38,Yes
1276,55,Marketing,2,2,7342,98,Yes
1277,59,Finance,1,1,14165,83,No
1278,49,Marketing,3,5,4553,64,No
1279,49,Finance,15,1,5002,55,Yes
1280,36,IT,32,3,11104,39,No
1281,30,IT,8,1,3497,45,No
1282,50,HR,17,3,7949,76,No
1283,45,Finance,15,4,4421,6,Yes
1284,59,Finance,7,3,6474,44,Yes
1285,40,Marketing,22,1,8980,21,Yes
1286,25,Marketing,2,1,7373,6,Yes
1287,21,Finance,14,3,11733,83,Yes
1288,50,HR,32,1,10310,51,No
1289,23,Finance,17,3,11980,100,No
1290,34,Marketing,22,2,11547,99,Yes
1291,50,Finance,2,5,8643,67,No
1292,24,Marketing,29,3,12418,69,No
1293,38,Finance,16,2,11441,109,No
1294,57,Operations,31,2,9178,66,No
1295,45,Marketing,6,2,14587,2,Yes
1296,21,HR,13,2,3531,57,No
1297,35,Operations,14,3,11750,119,Yes
1298,29,Finance,11,1,4619,66,No
1299,35,Marketing,7,2,4291,99,No
1300,44,Operations,15,4,6124,53,No
1301,24,HR,33,2,7880,8,Yes
1302,32,Marketing,23,1,7113,53,Yes
1303,57,Operations,28,1,12319,79,No
1304,57,Operations,15,5,6911,50,No
1305,26,Operations,4,5,10159,15,No
1306,59,IT,4,2,4107,11,Yes
1307,44,Finance,29,2,8427,101,Yes
1308,31,Marketing,4,5,8270,19,Yes
1309,33,Marketing,12,2,9496,52,No
1310,54,Marketing,34,4,4687,30,No
1311,45,Operations,24,3,8987,93,Yes
1312,27,Finance,13,5,7471,20,Yes
1313,24,HR,25,5,8681,2,Yes
1314,28,Marketing,17,1,6475,20,No
1315,40,Finance,19,2,5577,91,No
1316,49,Finance,33,5,5532,27,No
1317,30,IT,6,5,7217,4,Yes
1318,54,Marketing,9,4,9937,70,Yes
1319,46,Operations,14,2,5029,68,No
1320,23,Finance,16,3,12335,72,No
1321,26,Finance,10,4,8958,46,No
1322,25,HR,33,3,8418,84,No
1323,25,IT,26,1,9190,19,No
1324,43,Finance,20,5,10764,37,No
1325,29,Finance,30,4,14935,103,Yes
1326,55,Operations,3,3,14782,115,Yes
1327,40,Operations,16,2,14990,36,Yes
1328,55,HR,19,1,12939,57,Yes
1329,38,HR,24,1,7819,16,No
1330,37,HR,22,5,8919,41,Yes
1331,44,Operations,14,5,11409,91,Yes
1332,23,Operations,32,3,5810,94,Yes
1333,52,IT,18,3,6415,96,No
1334,55,Marketing,14,1,8952,31,Yes
1335,58,Marketing,4,3,8433,61,Yes
1336,33,IT,15,5,4716,95,No
1337,45,Marketing,31,1,10897,111,No
1338,29,Operations,21,1,3289,119,No
1339,24,Marketing,31,2,7697,86,Yes
1340,34,Operations,12,2,14460,20,Yes
1341,57,IT,25,3,13935,88,No
1342,54,HR,16,3,3609,32,Yes
1343,31,IT,4,5,5353,66,Yes
1344,23,Marketing,32,5,10645,5,Yes
1345,48,Operations,26,2,3535,112,Yes
1346,49,Marketing,4,1,6291,91,No
1347,29,Marketing,6,4,6757,117,Yes
1348,23,HR,17,4,11948,65,No
1349,45,Marketing,30,3,10157,31,Yes
1350,54,HR,5,4,6849,63,No
1351,32,Operations,1,4,11069,25,Yes
1352,29,Operations,12,2,11545,61,Yes
1353,35,HR,10,1,7830,4,Yes
1354,45,IT,25,5,7330,10,No
1355,25,Operations,20,2,11497,73,Yes
1356,31,IT,1,5,8229,78,No
1357,54,Operations,19,2,5995,81,Yes
1358,44,Operations,16,2,14900,48,Yes
1359,35,Finance,15,4,9970,77,Yes
1360,58,Marketing,4,5,5214,91,No
1361,28,Marketing,13,2,12401,93,No
1362,25,IT,23,4,3275,61,No
1363,46,Marketing,3,3,9153,59,Yes
1364,38,IT,23,5,9553,76,Yes
1365,26,Operations,8,2,11338,83,Yes
1366,57,Finance,2,3,6548,1,No
1367,33,Finance,8,4,9972,88,No
1368,48,Operations,17,2,13145,107,Yes
1369,25,HR,18,4,3851,58,Yes
1370,33,HR,23,4,7523,106,No
1371,37,Marketing,3,4,11679,114,No
1372,52,IT,8,5,4553,75,Yes
1373,49,Finance,32,3,4761,24,No
1374,23,Marketing,0,3,14375,67,No
1375,54,Operations,34,1,11775,41,No
1376,47,Finance,9,2,9799,75,No
1377,33,IT,11,4,7310,70,No
1378,53,IT,17,2,7605,54,Yes
1379,26,HR,13,3,11702,37,Yes
1380,44,Marketing,9,3,10756,103,No
1381,39,Operations,9,4,6813,95,Yes
1382,36,Finance,17,5,13432,42,No
1383,48,IT,23,4,13342,69,Yes
1384,53,Finance,0,4,8891,52,Yes
