EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years,,,
610,51,Finance,1,4,4877,78,No,,,
611,48,Operations,11,3,6875,66,Yes,,,
612,28,HR,22,4,11814,70,Yes,,,
613,27,IT,28,1,7969,59,Yes,,,
614,56,IT,5,3,6596,38,Yes,,,
615,30,HR,29,2,11667,82,Yes,,,
616,59,Finance,13,4,14251,15,Yes,,,
617,50,Marketing,23,3,7009,88,Yes,,,
618,25,Marketing,21,3,14974,20,No,,,
619,41,HR,12,5,9840,14,No,,,
620,26,IT,6,2,13334,3,No,,,
621,36,Finance,26,3,3833,70,Yes,,,
622,36,Marketing,22,5,4022,30,Yes,,,
623,44,Operations,13,5,6540,70,No,,,
624,39,Operations,34,2,11982,7,Yes,,,
625,39,IT,9,3,5737,43,Yes,,,
626,57,IT,27,1,11733,19,Yes,,,
627,53,Finance,22,2,7563,37,No,,,
628,25,IT,18,1,9189,61,Yes,,,
629,29,IT,4,4,4855,6,Yes,,,
630,41,IT,17,3,6534,46,Yes,,,
631,27,Operations,1,4,6009,22,No,,,
632,45,Finance,31,4,13833,54,Yes,,,
633,41,Marketing,4,4,14050,4,Yes,,,
634,33,Marketing,3,2,9090,85,Yes,,,
635,41,Marketing,25,4,10934,60,Yes,,,
636,30,IT,4,5,14707,97,Yes,,,
637,44,HR,18,3,3172,63,Yes,,,
638,47,Finance,27,4,4373,115,Yes,,,
639,53,HR,20,2,13760,9,No,,,
640,46,Marketing,27,1,13182,17,No,,,
641,56,Operations,12,4,6490,42,Yes,,,
642,37,Operations,28,4,3973,105,No,,,
643,41,HR,16,3,10855,68,No,,,
644,22,IT,13,4,14154,80,No,,,
645,35,HR,4,3,11525,20,Yes,,,
646,22,IT,33,5,12284,80,No,,,
647,27,Marketing,33,5,3409,13,No,,,
648,56,IT,16,4,10044,58,Yes,,,
649,52,HR,3,4,8615,52,No,,,
650,23,Operations,3,1,4729,97,Yes,,,
651,23,Finance,4,3,3710,10,No,,,
652,53,Marketing,15,2,6391,51,No,,,
653,45,Finance,15,2,12861,106,Yes,,,
654,57,IT,10,3,14134,35,Yes,,,
655,56,HR,26,4,14950,56,No,,,
656,55,Finance,1,1,14495,3,Yes,,,
657,39,HR,27,4,3746,58,Yes,,,
658,39,IT,1,1,11105,68,No,,,
659,53,Marketing,33,5,5749,98,No,,,
660,38,Operations,8,2,10335,7,No,,,
661,47,Marketing,31,5,11374,91,No,,,
662,50,Operations,31,1,3519,99,Yes,,,
663,51,Finance,32,4,8885,30,Yes,,,
664,59,Finance,2,2,8287,9,Yes,,,
665,23,HR,16,4,10809,13,No,,,
666,42,Marketing,24,3,12721,14,No,,,
667,30,Operations,22,1,9148,106,Yes,,,
668,28,IT,21,2,7731,75,No,,,
669,54,Operations,24,3,8273,72,Yes,,,
670,38,HR,25,3,12991,81,Yes,,,
671,32,HR,32,5,13567,41,No,,,
672,52,IT,21,4,14089,40,Yes,,,
673,22,Finance,23,1,5988,94,No,,,
674,37,Finance,5,2,8510,84,Yes,,,
675,32,Operations,10,5,14831,89,Yes,,,
676,27,Finance,15,5,5149,67,No,,,
677,35,Operations,4,1,5322,49,Yes,,,
678,22,IT,21,1,5771,68,Yes,,,
679,47,Operations,1,2,8985,40,Yes,,,
680,46,IT,27,5,12797,68,Yes,,,
681,45,IT,26,2,13493,26,Yes,,,
682,32,HR,29,5,7801,48,No,,,
683,37,HR,10,4,14615,93,Yes,,,
684,21,Operations,28,4,7247,77,No,,,
685,51,Operations,0,3,14144,17,No,,,
686,25,HR,19,5,8613,2,No,,,
687,48,Finance,7,3,7082,118,No,,,
688,48,HR,5,5,5632,89,No,,,
689,28,HR,27,3,12308,84,Yes,,,
690,34,HR,31,4,10397,41,Yes,,,
691,26,HR,0,1,6636,35,No,,,
692,38,HR,21,1,3788,15,No,,,
693,57,IT,24,1,10300,28,Yes,,,
694,30,Marketing,3,4,6989,17,Yes,,,
695,55,HR,34,2,5550,3,No,,,
696,55,HR,1,1,5182,81,Yes,,,
697,37,IT,19,4,13209,108,No,,,
698,47,Operations,3,1,13176,68,Yes,,,
699,44,Operations,24,3,5794,107,Yes,,,
700,30,Finance,26,2,9281,117,No,,,
701,37,Finance,4,1,14328,27,No,,,
702,53,Marketing,15,3,14515,83,Yes,,,
703,53,IT,18,2,3966,2,Yes,,,
704,37,IT,2,2,7448,70,No,,,
705,38,HR,20,3,10245,1,No,,,
706,58,Marketing,13,1,13097,40,No,,,
707,27,IT,10,5,3477,85,Yes,,,
708,46,Marketing,6,4,10264,42,No,,,
709,21,Finance,7,5,13284,101,Yes,,,
710,31,Finance,14,2,5552,16,Yes,,,
711,30,HR,27,2,14138,92,Yes,,,
712,51,HR,28,2,4997,32,No,,,
713,45,Operations,4,3,8353,53,No,,,
714,21,IT,1,2,8271,102,Yes,,,
715,23,IT,25,4,4177,70,Yes,,,
716,21,Operations,10,3,10402,115,No,,,
717,27,IT,7,4,10752,13,No,,,
718,34,IT,18,1,6225,116,Yes,,,
719,43,HR,30,1,6918,83,No,,,
720,37,Marketing,16,3,9526,109,Yes,,,
721,34,Finance,4,4,4765,18,Yes,,,
722,29,Finance,5,5,10040,21,Yes,,,
723,41,Finance,28,5,9382,49,Yes,,,
724,22,IT,25,1,12758,15,Yes,,,
725,52,Operations,21,2,8843,67,Yes,,,
726,28,Operations,20,2,9077,44,Yes,,,
727,56,Finance,8,1,8046,72,No,,,
728,46,HR,9,1,14446,37,Yes,,,
729,57,Operations,13,2,7722,74,No,,,
730,35,HR,17,3,4971,108,No,,,
731,54,IT,31,5,14355,41,No,,,
732,41,IT,21,4,4038,30,Yes,,,
733,43,Marketing,4,3,13652,15,Yes,,,
734,29,IT,3,2,10442,89,Yes,,,
735,46,IT,3,1,10389,64,No,,,
736,42,HR,0,5,13667,96,No,,,
737,33,Operations,7,5,14955,9,No,,,
738,45,Operations,16,2,3459,64,No,,,
739,27,Finance,26,5,10333,55,Yes,,,
740,47,HR,6,2,3552,81,No,,,
741,35,HR,26,4,3316,49,No,,,
742,32,Marketing,34,3,4373,106,No,,,
743,53,IT,13,5,5675,42,No,,,
744,41,Operations,19,5,13434,88,No,,,
745,45,Finance,8,1,7542,3,No,,,
746,42,Marketing,20,1,11339,57,Yes,,,
747,34,Marketing,25,1,8268,32,No,,,
748,28,IT,23,3,9440,109,Yes,,,
749,44,Operations,26,1,6894,66,Yes,,,
750,23,Finance,33,2,6818,44,No,,,
751,32,HR,11,2,14733,112,Yes,,,
752,42,IT,19,4,6084,75,No,,,
753,36,Finance,9,1,3211,12,Yes,,,
754,27,IT,28,3,11767,78,No,,,
755,38,HR,22,3,12440,30,Yes,,,
756,43,HR,2,2,3419,40,Yes,,,
757,46,Finance,12,3,12369,97,Yes,,,
758,58,IT,4,4,6575,55,Yes,,,
759,22,HR,13,2,6169,92,Yes,,,
760,22,Marketing,33,2,7841,31,Yes,,,
761,42,HR,19,2,9023,16,Yes,,,
762,58,Finance,23,5,5086,45,No,,,
763,48,Operations,11,3,14022,60,No,,,
764,37,HR,26,4,3134,0,Yes,,,
765,38,Marketing,30,1,8494,25,Yes,,,
766,22,Operations,14,2,14532,49,Yes,,,
767,55,Operations,1,4,4143,14,No,,,
768,35,Finance,29,4,6684,80,Yes,,,
769,35,Marketing,28,3,4737,0,No,,,
770,54,HR,25,4,12721,83,No,,,
771,35,HR,7,5,7195,53,No,,,
772,38,Marketing,19,2,6877,97,No,,,
773,33,HR,25,3,13824,27,No,,,
774,58,IT,26,3,3896,41,No,,,
775,28,Finance,11,5,4337,28,No,,,
776,36,Finance,25,2,10481,76,No,,,
777,40,HR,17,5,10812,89,No,,,
778,46,Finance,23,3,3997,117,No,,,
779,55,Finance,23,1,7654,92,Yes,,,
780,37,Marketing,22,3,14758,5,No,,,
781,46,IT,1,4,14798,99,Yes,,,
782,38,Marketing,20,5,10272,54,No,,,
783,27,Marketing,3,5,14404,37,Yes,,,
784,55,Marketing,3,1,3972,118,No,,,
785,32,HR,11,4,5734,98,No,,,
786,21,HR,20,4,11575,3,No,,,
787,45,Marketing,18,2,14361,95,No,,,
788,36,Marketing,23,5,10310,64,No,,,
789,35,IT,22,4,4694,19,Yes,,,
790,31,Operations,32,4,3291,63,Yes,,,
791,57,Marketing,7,4,5276,42,No,,,
792,59,IT,27,1,3441,13,Yes,,,
793,23,HR,33,1,13117,115,Yes,,,
794,59,IT,29,3,9087,26,Yes,,,
795,40,IT,9,1,3750,84,No,,,
796,43,Operations,21,3,10852,104,Yes,,,
797,35,Operations,23,1,5921,10,No,,,
798,38,Marketing,3,3,11833,101,No,,,
799,59,Operations,15,5,10062,11,Yes,,,
800,55,Finance,34,1,5185,37,No,,,
801,49,HR,12,4,3033,88,Yes,,,
802,40,Finance,28,3,8229,72,Yes,,,
803,35,HR,29,5,8149,107,Yes,,,
804,52,Operations,24,4,14654,71,No,,,
805,32,HR,8,4,12132,85,No,,,
806,32,Marketing,2,4,10917,12,Yes,,,
807,45,IT,12,1,8517,8,No,,,
808,54,HR,7,3,6634,14,No,,,
809,28,Operations,18,3,8903,106,Yes,,,
810,44,Finance,30,2,3224,6,No,,,
811,21,Finance,20,4,13254,12,Yes,,,
812,45,Operations,10,4,6484,42,Yes,,,
813,54,Operations,28,1,13274,41,Yes,,,
814,34,HR,10,4,10269,113,Yes,,,
815,56,Marketing,12,1,8081,61,No,,,
816,26,HR,16,4,5113,77,Yes,,,
817,29,IT,6,1,6320,8,Yes,,,
818,21,Operations,0,3,7165,100,Yes,,,
819,29,Operations,5,4,7817,118,Yes,,,
820,44,Marketing,24,4,10868,105,No,,,
821,59,HR,11,2,9057,83,No,,,
822,38,HR,9,2,3740,51,No,,,
823,59,IT,9,4,10312,64,Yes,,,
824,38,IT,9,3,7322,113,No,,,
825,48,HR,10,4,14444,18,No,,,
826,22,IT,3,2,10957,54,Yes,,,
827,57,Finance,22,2,4524,65,No,,,
828,56,Marketing,24,1,6224,53,No,,,
829,44,Finance,3,2,7463,6,Yes,,,
830,55,HR,15,3,7753,37,No,,,
831,26,Marketing,33,5,12928,79,Yes,,,
832,37,Marketing,33,4,7847,47,Yes,,,
833,50,Marketing,10,4,6250,13,No,,,
834,28,Operations,19,4,6011,12,Yes,,,
835,30,HR,6,4,5656,47,Yes,,,
836,36,Finance,19,4,11166,93,No,,,
837,58,Marketing,30,5,14993,98,Yes,,,
838,46,HR,19,5,10267,109,No,,,
839,51,HR,16,3,14534,83,Yes,,,
840,28,Marketing,22,1,9282,115,Yes,,,
841,55,Operations,34,2,9769,85,No,,,
842,54,IT,0,5,11362,72,No,,,
843,30,Operations,0,1,14729,111,Yes,,,
844,32,IT,3,3,10297,11,Yes,,,
845,47,IT,29,4,4362,53,Yes,,,
846,39,Marketing,8,3,11379,61,No,,,
847,46,HR,7,1,13604,23,Yes,,,
848,35,HR,6,5,3572,112,Yes,,,
849,51,IT,28,4,12827,1,No,,,
850,57,IT,24,1,14385,67,No,,,
851,38,Finance,3,4,13208,109,Yes,,,
852,49,IT,27,1,12381,48,Yes,,,
853,47,HR,22,3,8132,49,No,,,
854,58,Marketing,25,4,13283,70,No,,,
855,40,Marketing,20,5,4397,114,Yes,,,
856,41,IT,23,4,7560,15,No,,,
857,49,Finance,26,5,9570,19,No,,,
858,35,HR,14,3,4338,104,Yes,,,
859,42,HR,20,5,5481,30,Yes,,,
860,43,HR,33,1,4408,106,No,,,
861,24,Finance,16,4,6369,68,No,,,
862,44,Finance,2,1,13554,48,No,,,
863,34,IT,23,2,13362,97,No,,,
864,57,Finance,4,3,5035,50,Yes,,,
865,41,Marketing,18,2,4528,63,Yes,,,
866,59,HR,12,3,10446,83,Yes,,,
867,33,HR,24,5,9709,73,No,,,
868,39,HR,33,5,4935,114,No,,,
869,46,Finance,27,4,14641,91,No,,,
870,56,Operations,0,5,10831,18,No,,,
871,53,Finance,26,1,4074,109,Yes,,,
872,36,IT,12,5,14703,42,Yes,,,
873,39,Finance,16,5,9397,116,No,,,
874,57,Marketing,4,3,9699,50,No,,,
875,34,Marketing,3,4,3408,58,Yes,,,
876,50,HR,21,5,4320,57,No,,,
877,51,Marketing,7,5,8975,11,Yes,,,
878,40,Operations,3,5,10865,18,No,,,
879,27,IT,34,4,14816,78,No,,,
880,57,IT,25,2,13257,18,Yes,,,
881,22,HR,17,2,11875,117,Yes,,,
882,42,HR,19,3,12699,109,Yes,,,
883,33,IT,31,4,14505,30,Yes,,,
884,58,HR,21,4,8126,36,No,,,
885,51,Finance,34,4,4662,36,No,,,
886,21,Operations,3,5,6719,104,No,,,
887,33,Finance,27,2,4903,41,Yes,,,
888,37,Marketing,12,3,4178,44,Yes,,,
889,24,Marketing,34,1,5693,96,No,,,
890,51,Finance,20,5,9629,18,Yes,,,
891,53,Marketing,15,1,3936,115,No,,,
892,34,Operations,8,3,13569,106,Yes,,,
893,41,HR,28,3,5376,33,Yes,,,
894,42,IT,13,1,9817,68,Yes,,,
895,25,Finance,16,5,13792,15,No,,,
896,57,Marketing,9,3,3902,98,Yes,,,
897,52,Marketing,17,5,13776,50,No,,,
898,23,Finance,12,3,11681,71,No,,,
899,33,Marketing,33,2,10531,107,Yes,,,
900,31,Finance,8,3,11603,1,Yes,,,
901,58,Marketing,31,5,4834,119,No,,,
902,44,IT,30,4,9902,29,Yes,,,
903,29,HR,24,1,10659,116,No,,,
904,33,Operations,27,4,12319,110,Yes,,,
905,42,Marketing,25,2,4279,118,Yes,,,
906,38,IT,19,3,8659,23,Yes,,,
907,30,Finance,18,5,5299,74,Yes,,,
908,32,Marketing,0,2,10460,38,Yes,,,
909,50,Operations,6,1,8384,96,No,,,
910,39,Operations,32,2,7097,55,No,,,
911,39,Marketing,24,3,10858,79,Yes,,,
912,30,Finance,7,3,12878,15,No,,,
913,21,Marketing,5,3,10228,109,Yes,,,
914,27,Finance,33,5,14902,79,Yes,,,
915,31,Finance,32,2,11472,22,Yes,,,
916,24,Marketing,0,5,8719,49,No,,,
917,56,Finance,33,5,4617,62,Yes,,,
918,41,HR,28,5,9472,68,No,,,
919,42,Finance,19,2,4524,115,No,,,
920,30,IT,34,3,11425,78,Yes,,,
921,43,Finance,28,4,3096,102,No,,,
922,25,HR,10,2,4771,9,Yes,,,
923,32,HR,2,2,9556,49,No,,,
924,50,Operations,33,4,13307,108,No,,,
925,53,HR,27,4,7434,8,No,,,
926,57,Marketing,29,5,9389,41,No,,,
927,38,Marketing,3,1,6533,2,Yes,,,
928,24,Finance,20,3,10333,50,Yes,,,
929,47,HR,15,3,5573,71,Yes,,,
930,43,Marketing,30,3,6405,24,Yes,,,
931,26,HR,24,2,13482,28,No,,,
932,27,HR,30,1,4958,64,No,,,
933,39,Operations,6,3,14280,36,Yes,,,
934,35,Marketing,32,3,10091,26,Yes,,,
935,42,Finance,4,1,14778,53,Yes,,,
936,52,Marketing,10,1,4648,118,No,,,
937,35,Operations,32,5,6565,115,No,,,
938,26,Finance,16,5,5175,76,Yes,,,
939,26,Finance,6,4,5270,14,Yes,,,
940,26,HR,31,5,9386,112,Yes,,,
941,32,Marketing,5,1,8085,51,Yes,,,
942,22,IT,34,3,9254,117,Yes,,,
943,45,IT,13,4,10436,44,No,,,
944,24,IT,1,1,12122,88,No,,,
945,26,HR,24,1,12441,100,Yes,,,
946,57,IT,12,5,6679,106,Yes,,,
947,58,IT,14,4,4320,66,No,,,
948,34,Finance,15,1,7891,35,Yes,,,
949,39,Finance,16,4,10318,81,No,,,
950,27,IT,19,2,14288,76,No,,,
951,38,HR,34,4,14575,110,No,,,
952,28,Operations,17,3,7130,95,No,,,
953,48,HR,18,1,5166,73,No,,,
954,41,Operations,22,5,12068,26,No,,,
955,55,Finance,15,4,4869,88,No,,,
956,30,IT,19,3,5080,96,Yes,,,
957,48,Marketing,10,4,5739,103,No,,,
958,39,Operations,16,4,10686,47,No,,,
959,55,IT,14,1,11870,29,Yes,,,
960,48,Finance,26,3,10587,35,Yes,,,
961,23,IT,14,2,5966,54,Yes,,,
962,59,IT,34,1,12216,81,Yes,,,
963,47,Marketing,8,2,12581,31,Yes,,,
964,37,Operations,9,3,7969,55,No,,,
965,35,IT,23,4,5900,104,Yes,,,
966,59,Operations,25,2,9963,4,Yes,,,
967,42,Operations,33,2,9536,17,No,,,
968,40,HR,33,3,14304,34,Yes,,,
969,47,Marketing,5,5,7599,70,Yes,,,
970,55,Finance,9,3,3097,75,No,,,
971,25,HR,3,4,7364,8,No,,,
972,22,Finance,1,2,5545,71,Yes,,,
973,40,HR,17,4,12782,10,Yes,,,
974,27,Operations,21,5,13494,58,Yes,,,
975,56,IT,8,1,12864,82,No,,,
976,28,Operations,6,3,4159,97,Yes,,,
977,47,IT,25,3,12765,97,No,,,
978,26,IT,10,4,6233,25,No,,,
979,44,HR,4,5,11322,28,Yes,,,
980,56,Operations,10,3,6196,12,Yes,,,
981,25,Marketing,30,3,3529,56,No,,,
982,40,HR,27,3,8996,14,No,,,
983,40,Finance,20,5,14079,82,Yes,,,
984,54,Marketing,20,4,3346,76,Yes,,,
985,59,HR,1,4,11927,63,Yes,,,
986,30,Finance,7,1,12900,28,No,,,
987,23,Finance,3,2,8270,82,No,,,
988,54,Marketing,29,5,6669,71,No,,,
989,55,Marketing,4,4,3086,33,No,,,
990,57,HR,2,5,10797,10,No,,,
991,58,IT,21,1,6201,12,Yes,,,
992,43,IT,34,2,8921,93,Yes,,,
993,57,Operations,1,2,5667,52,Yes,,,
994,41,Finance,19,3,9952,113,No,,,
995,47,HR,16,5,6607,61,No,,,
996,21,HR,19,1,13259,91,No,,,
997,29,Finance,21,5,6531,105,Yes,,,
998,23,Finance,10,1,8993,30,No,,,
999,58,Operations,2,2,6824,7,No,,,
1000,56,Finance,6,1,11951,31,No,,,
1001,54,Marketing,16,2,4938,17,Yes,,,
1002,50,IT,29,3,3877,106,Yes,,,
1003,51,Operations,20,4,9299,47,Yes,,,
1004,50,IT,30,2,5747,39,No,,,
1005,36,HR,31,1,6830,67,Yes,,,
1006,49,Finance,14,3,11630,25,No,,,
1007,26,Finance,21,1,8000,73,No,,,
1008,34,IT,11,1,5796,57,Yes,,,
1009,30,Operations,26,2,11422,52,No,,,
1010,44,Marketing,30,2,14471,49,Yes,,,
1011,56,HR,29,4,3612,81,No,,,
1012,44,IT,2,1,11391,72,Yes,,,
1013,27,Marketing,19,4,10231,39,No,,,
1014,57,IT,21,3,6447,97,Yes,,,
1015,58,Finance,24,3,12206,112,No,,,
1016,45,Operations,16,3,10258,37,Yes,,,
1017,54,HR,14,3,3529,20,Yes,,,
1018,21,Marketing,9,4,6536,115,Yes,,,
1019,48,Operations,13,3,9285,2,No,,,
1020,49,Finance,6,4,12677,96,No,,,
1021,52,Finance,34,5,3547,79,Yes,,,
1022,25,Operations,1,1,10953,51,Yes,,,
1023,54,Operations,6,4,6621,71,No,,,
1024,46,IT,23,4,6029,34,Yes,,,
1025,33,Operations,13,5,6503,4,No,,,
1026,32,Marketing,20,2,14277,54,Yes,,,
1027,42,HR,32,2,11196,32,No,,,
1028,29,IT,13,5,6019,31,No,,,
1029,26,Marketing,25,2,3415,115,Yes,,,
1030,56,Operations,14,1,14758,84,Yes,,,
1031,30,Finance,19,1,10560,119,No,,,
1032,57,Operations,4,5,3939,25,Yes,,,
1033,52,Marketing,21,2,11813,26,Yes,,,
1034,24,HR,21,5,11926,102,Yes,,,
1035,24,HR,32,3,5323,100,No,,,
1036,33,Operations,26,1,5317,6,No,,,
1037,36,Operations,6,4,5483,31,Yes,,,
1038,46,HR,34,4,7464,40,Yes,,,
1039,53,Finance,0,5,5971,13,Yes,,,
1040,24,Marketing,3,4,5071,72,No,,,
1041,46,Finance,15,1,9412,12,Yes,,,
1042,29,HR,24,2,5619,113,No,,,
1043,31,Marketing,25,1,12382,69,No,,,
1044,25,IT,17,2,5501,64,Yes,,,
1045,58,Marketing,10,2,11197,61,No,,,
1046,52,Finance,33,5,6970,23,Yes,,,
1047,49,Finance,8,1,11437,92,No,,,
1048,58,Marketing,2,4,6871,69,Yes,,,
1049,48,Operations,0,2,4925,10,Yes,,,
1050,44,Marketing,7,4,4624,51,Yes,,,
1051,39,HR,5,1,12715,101,Yes,,,
1052,21,Marketing,15,1,10620,102,Yes,,,
1053,25,Finance,17,5,8590,59,Yes,,,
1054,43,Operations,8,2,8874,57,Yes,,,
1055,39,Operations,22,5,10108,109,No,,,
1056,22,Operations,29,2,3062,17,Yes,,,
1057,22,IT,34,1,11939,114,No,,,
1058,29,Finance,24,3,5489,1,No,,,
1059,38,Operations,26,4,13716,39,Yes,,,
1060,36,Operations,32,1,11257,38,Yes,,,
1061,59,Finance,2,4,12103,85,No,,,
1062,29,IT,22,3,5733,112,Yes,,,
1063,43,Operations,32,3,9130,20,No,,,
1064,53,Operations,32,3,7691,34,No,,,
1065,58,Finance,4,5,10433,104,Yes,,,
1066,54,Finance,25,1,4468,7,No,,,
1067,46,Marketing,2,4,13720,19,No,,,
1068,37,IT,28,5,6513,102,No,,,
1069,34,HR,26,3,9456,0,No,,,
1070,33,HR,14,2,8721,31,Yes,,,
1071,42,HR,32,3,3045,34,Yes,,,
1072,38,HR,21,4,3650,3,Yes,,,
1073,40,HR,26,4,9614,116,Yes,,,
1074,50,IT,28,1,12993,64,No,,,
1075,55,Finance,2,2,3681,46,No,,,
1076,53,Finance,23,1,13902,38,No,,,
1077,37,HR,23,3,8615,81,No,,,
1078,55,IT,18,1,10642,16,No,,,
1079,32,Marketing,27,3,14510,38,No,,,
1080,22,Marketing,16,2,6092,84,Yes,,,
1081,54,Marketing,4,1,12455,61,No,,,
1082,32,IT,1,5,10081,100,Yes,,,
1083,46,Operations,5,4,4486,45,No,,,
1084,52,Marketing,29,1,14033,71,No,,,
1085,41,Finance,26,4,9606,42,Yes,,,
1086,25,HR,32,1,9268,66,Yes,,,
1087,48,Operations,22,5,5436,94,Yes,,,
1088,43,HR,25,3,8244,35,No,,,
1089,52,Finance,13,5,8015,85,No,,,
1090,25,HR,7,4,14614,9,Yes,,,
1091,55,IT,20,3,3046,25,Yes,,,
1092,26,IT,32,2,14752,35,Yes,,,
1093,39,Finance,33,5,3617,102,Yes,,,
1094,26,Marketing,1,4,8603,2,No,,,
1095,34,Marketing,12,5,10597,20,Yes,,,
1096,23,HR,32,2,5273,85,Yes,,,
1097,31,Finance,22,5,3447,29,No,,,
1098,59,Finance,28,4,4061,119,No,,,
1099,44,IT,9,5,8312,1,Yes,,,
1100,38,Marketing,34,2,12339,56,Yes,,,
1101,51,Marketing,4,5,7439,92,No,,,
1102,30,Operations,9,4,12256,99,No,,,
1103,46,IT,17,3,10674,1,Yes,,,
1104,49,Marketing,14,3,10685,62,No,,,
1105,22,Marketing,24,1,14201,4,Yes,,,
1106,50,HR,12,1,6499,68,Yes,,,
1107,59,Marketing,28,4,14665,4,Yes,,,
1108,30,HR,22,3,4889,63,No,,,
1109,32,Marketing,18,1,8543,88,No,,,
1110,40,HR,2,5,9693,30,No,,,
1111,39,IT,1,5,8537,69,No,,,
1112,26,HR,2,1,13327,36,Yes,,,
1113,43,Marketing,30,3,4919,111,Yes,,,
1114,39,IT,22,2,14963,83,Yes,,,
1115,51,Finance,16,1,14605,27,No,,,
1116,53,Marketing,31,1,11170,61,Yes,,,
1117,22,Marketing,14,1,7088,75,No,,,
1118,35,Operations,11,4,8640,90,No,,,
1119,31,Operations,20,4,12267,69,No,,,
1120,46,IT,24,3,3159,100,Yes,,,
1121,38,Finance,12,1,12700,4,Yes,,,
1122,21,HR,25,3,9937,13,No,,,
1123,52,Operations,17,2,12012,98,No,,,
1124,24,Finance,9,5,10169,100,No,,,
1125,42,Finance,22,4,10842,32,No,,,
1126,56,IT,9,4,7644,18,No,,,
1127,49,HR,8,1,10445,75,Yes,,,
1128,56,IT,12,2,7467,119,No,,,
1129,53,Finance,20,5,6810,15,Yes,,,
1130,59,HR,29,4,8632,103,Yes,,,
1131,34,Marketing,19,4,6098,97,Yes,,,
1132,57,Operations,4,1,14432,118,No,,,
1133,25,HR,12,1,14914,36,No,,,
1134,42,Operations,18,4,8429,95,No,,,
1135,25,Marketing,26,3,12779,41,Yes,,,
1136,57,IT,24,5,3841,113,Yes,,,
1137,58,IT,13,5,5276,90,Yes,,,
1138,54,Finance,31,5,5954,116,Yes,,,
1139,35,IT,18,1,11647,119,No,,,
1140,57,HR,29,3,4254,26,No,,,
1141,47,Operations,9,3,9198,24,Yes,,,
1142,21,HR,11,2,9176,94,Yes,,,
1143,49,Operations,32,3,14011,61,Yes,,,
1144,28,Marketing,15,1,13272,117,No,,,
1145,53,Operations,8,2,13021,20,No,,,
1146,27,Finance,13,4,12856,56,Yes,,,
1147,49,IT,1,3,9150,88,Yes,,,
1148,51,HR,3,5,14836,112,No,,,
1149,58,HR,15,5,12133,46,No,,,
1150,28,IT,33,3,14719,114,No,,,
1151,51,Marketing,3,4,7612,53,No,,,
1152,57,Operations,7,1,7040,46,Yes,,,
1153,35,HR,11,2,9903,47,No,,,
1154,52,Finance,16,2,9233,78,Yes,,,
1155,46,HR,31,4,10294,109,No,,,
1156,31,IT,16,4,12568,68,Yes,,,
1157,43,Finance,8,3,8012,6,No,,,
1158,54,Marketing,33,4,9178,33,Yes,,,
1159,53,HR,19,1,3590,14,Yes,,,
1160,37,Operations,5,5,3108,17,Yes,,,
1161,53,Finance,18,4,3063,19,No,,,
1162,22,HR,6,4,7436,27,No,,,
1163,24,Operations,8,2,4918,19,Yes,,,
1164,32,Finance,21,3,14512,40,No,,,
1165,49,Operations,13,4,10458,0,Yes,,,
1166,59,Finance,9,3,14457,11,No,,,
1167,39,Operations,13,1,10510,49,No,,,
1168,22,Operations,11,5,11290,78,Yes,,,
1169,27,HR,29,5,3911,19,No,,,
1170,42,Finance,0,3,7355,107,Yes,,,
1171,31,Marketing,25,2,6453,9,No,,,
1172,53,Operations,21,4,6299,60,Yes,,,
1173,40,HR,6,2,14549,25,Yes,,,
1174,25,HR,15,5,9100,93,Yes,,,
1175,24,Finance,10,3,5295,116,No,,,
1176,34,HR,16,3,8505,23,No,,,
1177,23,IT,6,4,12427,90,No,,,
1178,38,Operations,32,3,10049,69,No,,,
1179,47,Finance,14,3,14429,83,No,,,
1180,24,IT,7,4,6102,43,Yes,,,
1181,23,Operations,4,1,3470,95,No,,,
1182,47,Finance,24,4,11172,6,No,,,
1183,48,Finance,18,1,13212,69,No,,,
1184,42,Marketing,19,4,13480,73,Yes,,,
1185,49,HR,28,1,4723,113,No,,,
1186,36,Finance,14,5,7124,94,Yes,,,
1187,55,HR,34,3,14497,96,No,,,
1188,39,IT,27,3,11748,115,No,,,
1189,50,HR,34,5,12690,33,Yes,,,
1190,35,Marketing,30,4,6056,113,Yes,,,
1191,25,IT,32,4,7445,66,Yes,,,
1192,51,Marketing,11,5,8942,42,Yes,,,
1193,51,Marketing,0,2,6828,57,No,,,
1194,29,IT,15,4,12405,75,Yes,,,
1195,33,Marketing,4,1,12784,116,No,,,
1196,41,Operations,23,1,6591,27,Yes,,,
1197,51,HR,25,5,6059,19,No,,,
1198,21,IT,24,4,5788,22,Yes,,,
1199,33,Marketing,33,3,13549,48,Yes,,,
1200,54,IT,28,1,9638,18,Yes,,,
1201,56,Marketing,28,5,6960,26,No,,,
1202,36,HR,20,5,10241,46,Yes,,,
1203,30,Finance,23,2,9509,0,Yes,,,
1204,58,HR,3,5,4327,114,Yes,,,
1205,54,Marketing,18,1,11898,106,Yes,,,
1206,45,Marketing,17,4,5242,0,Yes,,,
1207,21,Marketing,25,1,9150,54,No,,,
1208,32,IT,10,1,4807,25,Yes,,,
1209,42,IT,31,5,8418,63,Yes,,,
1210,42,IT,9,3,14243,17,Yes,,,
